Language,Algorithm,Size,Package,Core(s),GPU,Time(sec)
Haskell,insertionsort,100000,0.644409,0.149292,0.009399,0.041573
Haskell,insertionsort,100000,0.589722,0.299072,0.000000,0.026107
Haskell,insertionsort,100000,0.639954,0.324036,0.000000,0.025517
Haskell,insertionsort,100000,0.399414,0.098938,0.000000,0.025476
Haskell,insertionsort,100000,0.392151,0.093262,0.000000,0.02543
Haskell,mergesort,100000,1.425537,0.536255,0.009216,0.07712
Haskell,mergesort,100000,1.934753,0.920410,0.002380,0.085064
Haskell,mergesort,100000,1.505188,0.782776,0.000000,0.06481
Haskell,mergesort,100000,1.322021,0.709595,0.000000,0.054274
Haskell,mergesort,100000,1.503540,0.756775,0.000000,0.064478
Haskell,oddevensort,100000,2.122498,1.081238,0.016357,0.086422
Haskell,oddevensort,100000,1.370483,0.733582,0.000000,0.0543
Haskell,oddevensort,100000,1.456482,0.731689,0.002747,0.06448
Haskell,oddevensort,100000,1.560852,0.826965,0.000000,0.064474
Haskell,oddevensort,100000,1.812378,0.947449,0.000000,0.07515
Haskell,quicksort,100000,0.338684,0.147095,0.009583,0.014763
Haskell,quicksort,100000,0.279358,0.121216,0.001038,0.014247
Haskell,quicksort,100000,0.266296,0.107971,0.000000,0.014347
Haskell,quicksort,100000,0.249878,0.078186,0.000000,0.015203
Haskell,quicksort,100000,0.374451,0.061646,0.000000,0.026356
Haskell,selectionsort,100000,0.253845,0.034973,0.008972,0.017604
Haskell,selectionsort,100000,0.274292,0.021729,0.000000,0.021397
Haskell,selectionsort,100000,0.294556,0.042725,0.000000,0.021944
Haskell,selectionsort,100000,0.343933,0.070007,0.000000,0.024329
Haskell,selectionsort,100000,0.368652,0.116089,0.000000,0.021264
Python,bubblesort,100000,10004.372498,5382.631714,3.170044,404.062
Python,bubblesort,100000,9830.783020,5294.218384,3.109375,396.769
Python,bubblesort,100000,9815.526306,5284.765808,3.141052,396.221
Python,bubblesort,100000,9952.659973,5353.504089,3.055054,401.858
Python,cyclesort,100000,15362.858521,8246.355835,4.680847,620.919
Python,cyclesort,100000,15769.834595,8469.846375,5.026367,637.191
Python,cyclesort,100000,15874.413147,8527.205383,5.058105,641.513
Python,cyclesort,100000,15882.849548,8532.127686,5.135132,641.937
Python,heapsort,100000,13.369690,7.124207,0.010254,0.542357
Python,heapsort,100000,12.526855,6.728027,0.002258,0.507307
Python,heapsort,100000,12.289734,6.569397,0.005127,0.500437
Python,heapsort,100000,12.268250,6.614197,0.002747,0.49397
Python,heapsort,100000,12.141663,6.510315,0.006409,0.490954
Python,insertionsort,100000,4333.744141,2333.004883,1.351135,175.048
Python,insertionsort,100000,4254.267334,2290.154236,1.337463,171.816
Python,insertionsort,100000,4257.249634,2291.426636,1.332886,171.96
Python,insertionsort,100000,4264.594238,2297.119812,1.417603,172.195
Python,insertionsort,100000,4309.955139,2322.384644,1.310791,173.977
Python,mergesort,100000,10.865417,5.716309,0.012756,0.447587
Python,mergesort,100000,10.557434,5.675537,0.003235,0.42675
Python,mergesort,100000,10.476929,5.609619,0.002319,0.424803
Python,mergesort,100000,10.437012,5.598694,0.006653,0.421459
Python,mergesort,100000,10.204956,5.472839,0.000000,0.412129
Python,oddevensort,100000,11318.863281,6072.838684,3.594299,457.409
Python,oddevensort,100000,11018.251099,5917.605591,3.461304,444.939
Python,oddevensort,100000,10951.228271,5879.373108,3.412720,442.321
Python,oddevensort,100000,11020.121460,5918.531372,3.531067,445.099
Python,oddevensort,100000,11120.274353,5933.021362,6.925964,449.047
Python,quicksort,100000,9.024353,4.778564,0.000000,0.367427
Python,quicksort,100000,8.168274,4.332031,0.006592,0.331507
Python,quicksort,100000,8.473450,4.523376,0.002563,0.340981
Python,quicksort,100000,8.170471,4.313293,0.000000,0.330858
Python,quicksort,100000,8.023560,4.265625,0.005859,0.324316
Python,selectionsort,100000,4772.886292,2543.588501,1.004578,192.615
Python,selectionsort,100000,4835.032898,2581.930603,1.090881,195.245
Python,selectionsort,100000,4713.627869,2534.613770,1.464661,190.243
Python,selectionsort,100000,4782.076111,2571.335693,1.489868,193.064
Python,selectionsort,100000,4823.245605,2589.887634,1.544678,194.894
Rust,bubblesort,100000,398.878174,214.411865,0.129700,16.1691
Rust,bubblesort,100000,399.961121,214.993713,0.135010,16.2025
Rust,bubblesort,100000,397.077820,213.257812,0.124512,16.1107
Rust,bubblesort,100000,398.489868,213.321228,0.134399,16.2258
Rust,bubblesort,100000,398.391113,213.797852,0.128540,16.1726
Rust,cyclesort,100000,94.764832,51.051819,0.037659,3.82801
Rust,cyclesort,100000,94.759827,51.058411,0.031372,3.82875
Rust,cyclesort,100000,94.660767,51.033813,0.028442,3.82319
Rust,cyclesort,100000,95.005981,51.196594,0.028748,3.84157
Rust,cyclesort,100000,95.161743,51.302246,0.021545,3.8445
Rust,heapsort,100000,0.423096,0.216858,0.010437,0.016861
Rust,heapsort,100000,0.495361,0.258728,0.001221,0.020191
Rust,heapsort,100000,0.464966,0.250610,0.000000,0.020749
Rust,heapsort,100000,0.563416,0.294800,0.000000,0.020999
Rust,heapsort,100000,0.499878,0.276489,0.000000,0.020001
Rust,insertionsort,100000,48.368042,26.023254,0.033997,1.95562
Rust,insertionsort,100000,48.753906,26.150085,0.019775,1.97978
Rust,insertionsort,100000,48.363098,25.840515,0.021606,1.97235
Rust,insertionsort,100000,48.481018,26.023926,0.016968,1.96678
Rust,insertionsort,100000,48.421265,25.991516,0.016052,1.96617
Rust,mergesort,100000,0.393311,0.210083,0.000000,0.01595
Rust,mergesort,100000,0.358093,0.190735,0.000000,0.015225
Rust,mergesort,100000,0.346741,0.176880,0.000000,0.015019
Rust,mergesort,100000,0.361145,0.192383,0.002991,0.015335
Rust,mergesort,100000,0.343689,0.171997,0.000000,0.014979
Rust,oddevensort,100000,294.571716,158.327942,0.113464,11.9394
Rust,oddevensort,100000,295.023743,158.689880,0.110962,11.9455
Rust,oddevensort,100000,293.753967,158.222900,0.096069,11.8831
Rust,oddevensort,100000,295.325623,159.069885,0.098999,11.9444
Rust,oddevensort,100000,294.843567,158.600159,0.098816,11.9419
Rust,quicksort,100000,0.414551,0.196777,0.008911,0.016263
Rust,quicksort,100000,0.373657,0.199219,0.000122,0.014814
Rust,quicksort,100000,0.339783,0.183044,0.000000,0.014521
Rust,quicksort,100000,0.351379,0.189880,0.000000,0.013788
Rust,quicksort,100000,0.279907,0.136230,0.000000,0.013716
Rust,selectionsort,100000,111.124390,59.815979,0.055237,4.4935
Rust,selectionsort,100000,112.130859,60.410461,0.037598,4.53124
Rust,selectionsort,100000,111.577820,59.983459,0.040710,4.51742
Rust,selectionsort,100000,111.305359,59.958252,0.027710,4.50423
Rust,selectionsort,100000,112.386230,60.550049,0.038879,4.5416
Swift,bubblesort,100000,554.572937,298.916992,0.177002,22.409
Swift,bubblesort,100000,559.388550,300.869263,0.191711,22.6558
Swift,bubblesort,100000,556.977966,299.282776,0.178162,22.5839
Swift,bubblesort,100000,552.264832,297.633240,0.175537,22.3171
Swift,bubblesort,100000,551.030273,297.041382,0.167969,22.2587
Swift,cyclesort,100000,660.090393,353.977966,0.224792,26.8297
Swift,cyclesort,100000,663.445068,356.049011,0.208008,26.9289
Swift,cyclesort,100000,662.639526,356.041870,0.190674,26.8722
Swift,cyclesort,100000,662.534729,355.448242,0.233765,26.9004
Swift,cyclesort,100000,664.603577,356.687866,0.205566,26.9833
Swift,heapsort,100000,0.553528,0.299255,0.000000,0.021762
Swift,heapsort,100000,0.551697,0.279907,0.000000,0.022146
Swift,heapsort,100000,0.539917,0.272888,0.000000,0.02229
Swift,heapsort,100000,0.540649,0.285828,0.000000,0.02151
Swift,heapsort,100000,0.513000,0.283691,0.000000,0.02161
Swift,insertionsort,100000,191.472900,103.316528,0.074341,7.72447
Swift,insertionsort,100000,190.654602,102.955750,0.067078,7.68332
Swift,insertionsort,100000,190.804688,103.487244,0.055664,7.65556
Swift,insertionsort,100000,188.122681,101.332520,0.062134,7.6073
Swift,insertionsort,100000,193.104431,104.103027,0.066895,7.80188
Swift,mergesort,100000,1.183899,0.622742,0.000000,0.047137
Swift,mergesort,100000,1.303162,0.719299,0.000000,0.052844
Swift,mergesort,100000,1.512146,0.782532,0.000000,0.06472
Swift,mergesort,100000,1.162170,0.622314,0.000000,0.047985
Swift,mergesort,100000,1.169922,0.639160,0.000000,0.047077
Swift,oddevensort,100000,469.737854,253.052673,0.179321,18.985
Swift,oddevensort,100000,470.372620,253.541687,0.167358,18.9953
Swift,oddevensort,100000,468.615906,252.503540,0.153748,18.9372
Swift,oddevensort,100000,468.352722,252.179077,0.146729,18.9521
Swift,oddevensort,100000,467.161926,251.239807,0.155945,18.9179
Swift,quicksort,100000,2.097534,1.098694,0.010437,0.086303
Swift,quicksort,100000,1.596191,0.844910,0.000000,0.065877
Swift,quicksort,100000,1.592102,0.869141,0.000000,0.064244
Swift,quicksort,100000,1.944153,1.055359,0.002136,0.078479
Swift,quicksort,100000,1.758423,0.906921,0.000000,0.073471
Swift,selectionsort,100000,110.893188,59.631592,0.057312,4.48904
Swift,selectionsort,100000,111.572327,60.148071,0.035828,4.50843
Swift,selectionsort,100000,111.222534,59.863586,0.041016,4.49684
Swift,selectionsort,100000,112.061157,60.429688,0.030762,4.52526
Swift,selectionsort,100000,111.526733,59.989990,0.045715,4.51234
