Language,Algorithm,Size,Package,Core(s),GPU,Memory(MB),Time(sec)
Haskell,selectionsort,100000,0.123047,0.051880,0.004089,3.712,0.006033
Haskell,selectionsort,100000,0.133484,0.046082,0.005066,3.712,0.006825
Haskell,selectionsort,100000,0.121033,0.046448,0.004517,3.712,0.005949
Python,bubblesort,100000,9763.820251,4153.151306,3.015869,93.7,490.582
Python,bubblesort,100000,9602.433594,4089.450928,3.002747,93.7,482.423
Python,bubblesort,100000,9771.866089,4156.305908,3.159424,93.704,490.998
Python,bubblesort,100000,9801.803772,4168.697144,3.132324,93.704,492.497
Python,bubblesort,100000,9781.404907,4164.270874,3.202393,93.732,491.48
Python,cyclesort,100000,15479.344910,6575.683655,5.040771,93.744,777.891
Python,cyclesort,100000,15355.483154,6526.007751,4.896118,93.744,771.675
Python,cyclesort,100000,15002.820618,6376.018433,4.868347,93.744,753.885
Python,cyclesort,100000,15533.106506,6545.667969,3.908142,93.744,780.485
Python,heapsort,100000,12.253662,5.041504,0.031921,93.704,0.620031
Python,heapsort,100000,12.588379,5.222900,0.022888,93.748,0.633341
Python,heapsort,100000,11.849915,4.937500,0.023926,93.752,0.594793
Python,heapsort,100000,12.775085,5.342468,0.020752,93.752,0.639634
Python,heapsort,100000,11.921814,4.893311,0.033020,93.752,0.603499
Python,insertionsort,100000,4186.195801,1758.342346,0.761902,93.668,210.305
Python,insertionsort,100000,4156.806274,1771.667969,1.248718,93.668,208.865
Python,insertionsort,100000,4222.012573,1800.040283,1.337219,93.668,212.168
Python,insertionsort,100000,4227.951233,1800.748596,1.424316,93.668,212.444
Python,insertionsort,100000,4175.715210,1778.704285,1.280640,93.708,209.831
Python,mergesort,100000,10.041626,4.259644,0.010681,93.72,0.50393
Python,mergesort,100000,10.064270,4.246094,0.010132,93.72,0.508768
Python,mergesort,100000,10.225281,4.320312,0.019592,93.72,0.512928
Python,mergesort,100000,10.230530,4.323608,0.010071,93.72,0.513599
Python,mergesort,100000,10.488953,4.436584,0.015076,93.72,0.525855
Python,oddevensort,100000,10423.458374,4424.622986,3.331116,93.68,523.675
Python,oddevensort,100000,10650.716431,4519.851807,3.390625,93.68,535.096
Python,oddevensort,100000,10883.357239,4615.923950,3.490967,93.716,546.874
Python,oddevensort,100000,10793.727295,4583.816589,3.464417,93.716,542.359
Python,oddevensort,100000,10813.710083,4592.243286,3.467346,93.716,543.323
Python,quicksort,100000,7.741089,3.250854,0.008789,93.704,0.391164
Python,quicksort,100000,8.122498,3.425659,0.010132,93.704,0.407956
Python,quicksort,100000,7.944153,3.365479,0.007324,93.704,0.399386
Python,quicksort,100000,7.988708,3.354797,0.014587,93.704,0.401587
Python,quicksort,100000,8.284729,3.466003,0.011963,93.704,0.417901
Python,selectionsort,100000,4832.303833,2053.489319,1.491272,93.708,242.783
Python,selectionsort,100000,4936.899902,2098.101318,1.586731,93.708,248.074
Python,selectionsort,100000,4593.492249,1951.241455,1.453674,93.716,230.776
Python,selectionsort,100000,4639.905579,1970.146973,1.483093,93.716,233.128
Rust,bubblesort,100000,382.743591,162.847473,0.141357,3.712,19.276
Rust,bubblesort,100000,383.352295,163.304626,0.138123,3.712,19.3039
Rust,bubblesort,100000,383.425720,163.314758,0.141846,3.712,19.3019
Rust,bubblesort,100000,384.139038,163.429077,0.144226,3.712,19.346
Rust,bubblesort,100000,384.032898,163.645569,0.111572,3.712,19.3417
Rust,cyclesort,100000,91.683350,39.029114,0.051941,3.52,4.6147
Rust,cyclesort,100000,92.879578,39.591370,0.047058,3.712,4.67078
Rust,cyclesort,100000,91.766235,39.121887,0.043274,3.712,4.61451
Rust,cyclesort,100000,91.315491,39.007324,0.031982,3.712,4.5894
Rust,cyclesort,100000,91.364136,38.975159,0.034607,3.712,4.59563
Rust,heapsort,100000,0.462158,0.185852,0.008301,3.712,0.022888
Rust,heapsort,100000,0.547607,0.226868,0.008179,3.712,0.026979
Rust,heapsort,100000,0.562134,0.214478,0.012268,3.712,0.028943
Rust,heapsort,100000,0.541565,0.224182,0.005981,3.712,0.026986
Rust,heapsort,100000,0.460754,0.168274,0.005920,3.712,0.025006
Rust,insertionsort,100000,46.711060,19.897766,0.029175,3.456,2.35098
Rust,insertionsort,100000,46.696899,19.932922,0.022217,3.456,2.34883
Rust,insertionsort,100000,47.196106,20.071167,0.022461,3.712,2.37607
Rust,insertionsort,100000,46.619568,19.842224,0.026428,3.712,2.34746
Rust,insertionsort,100000,46.711914,19.912170,0.016724,3.712,2.35057
Rust,mergesort,100000,0.512695,0.194458,0.008240,3.92,0.0273
Rust,mergesort,100000,0.556519,0.241699,0.006287,3.92,0.02734
Rust,mergesort,100000,0.496643,0.207947,0.005798,3.92,0.024979
Rust,mergesort,100000,0.440308,0.125427,0.008484,3.92,0.025898
Rust,mergesort,100000,0.419067,0.147217,0.011658,3.92,0.021246
Rust,oddevensort,100000,284.743591,121.389099,0.104309,3.456,14.3314
Rust,oddevensort,100000,285.011597,121.395691,0.101868,3.456,14.3422
Rust,oddevensort,100000,285.173828,121.613831,0.087585,3.456,14.3449
Rust,oddevensort,100000,285.306580,121.627808,0.104004,3.456,14.3509
Rust,oddevensort,100000,285.666077,121.836792,0.087891,3.456,14.3776
Rust,quicksort,100000,0.287170,0.105713,0.009338,3.456,0.014908
Rust,quicksort,100000,0.279114,0.112976,0.006104,3.648,0.013646
Rust,quicksort,100000,0.300659,0.094604,0.005249,3.648,0.015057
Rust,quicksort,100000,0.267090,0.087219,0.005615,3.648,0.01466
Rust,quicksort,100000,0.334778,0.140564,0.005615,3.648,0.015366
Rust,selectionsort,100000,108.117859,45.968323,0.058716,3.52,5.44331
Rust,selectionsort,100000,107.479919,45.800720,0.045532,3.712,5.4066
Rust,selectionsort,100000,108.320007,46.212769,0.052795,3.712,5.4425
Rust,selectionsort,100000,107.563660,45.905579,0.043579,3.712,5.4081
Rust,selectionsort,100000,109.112305,46.515625,0.053711,3.712,5.48835
Swift,bubblesort,100000,536.314575,228.824890,0.185059,11.588,26.9741
Swift,bubblesort,100000,533.985596,227.828857,0.173401,11.588,26.8627
Swift,bubblesort,100000,540.295044,230.544678,0.182983,11.628,27.1759
Swift,bubblesort,100000,535.136169,228.395447,0.184937,11.628,26.9068
Swift,bubblesort,100000,543.728577,231.996155,0.204468,11.816,27.3502
Swift,cyclesort,100000,640.975830,273.252869,0.235107,11.58,32.2585
Swift,cyclesort,100000,641.332886,273.514465,0.237488,11.748,32.2752
Swift,cyclesort,100000,640.615295,273.209473,0.216614,11.748,32.2472
Swift,cyclesort,100000,640.989441,273.431885,0.214844,11.748,32.2589
Swift,cyclesort,100000,641.205322,273.326599,0.231018,11.748,32.2709
Swift,heapsort,100000,0.546143,0.221985,0.008362,12.568,0.026751
Swift,heapsort,100000,0.517944,0.211792,0.005676,12.64,0.025716
Swift,heapsort,100000,0.505127,0.197571,0.005798,12.656,0.027603
Swift,heapsort,100000,0.512939,0.210571,0.005920,12.684,0.025997
Swift,heapsort,100000,0.516724,0.212646,0.006165,12.684,0.025866
Swift,insertionsort,100000,185.009216,79.058594,0.075806,11.7,9.29249
Swift,insertionsort,100000,183.933472,78.653625,0.048523,11.76,9.24458
Swift,insertionsort,100000,184.694031,78.956482,0.073547,11.776,9.27826
Swift,insertionsort,100000,187.189514,79.924255,0.065491,11.78,9.40632
Swift,insertionsort,100000,187.719604,80.274414,0.062988,11.788,9.42789
Swift,mergesort,100000,1.610901,0.670105,0.008301,13.18,0.080638
Swift,mergesort,100000,1.185852,0.481262,0.008118,13.192,0.059095
Swift,mergesort,100000,1.117676,0.466797,0.005920,13.192,0.055579
Swift,mergesort,100000,1.208069,0.508850,0.005798,13.22,0.059472
Swift,mergesort,100000,1.543396,0.640442,0.006226,13.236,0.077674
Swift,oddevensort,100000,454.452515,194.022461,0.174683,11.796,22.8488
Swift,oddevensort,100000,453.379150,193.566101,0.149780,11.796,22.7954
Swift,oddevensort,100000,455.674500,194.619934,0.146851,11.796,22.9114
Swift,oddevensort,100000,454.920532,194.270447,0.149536,11.796,22.8782
Swift,oddevensort,100000,452.520630,193.239563,0.136169,11.796,22.7526
Swift,quicksort,100000,1.504333,0.632874,0.007385,17.168,0.076604
Swift,quicksort,100000,1.788086,0.765808,0.005493,17.248,0.089415
Swift,quicksort,100000,1.863647,0.763672,0.007812,17.248,0.094362
Swift,quicksort,100000,1.496582,0.629883,0.006042,17.248,0.074711
Swift,quicksort,100000,1.860107,0.788208,0.006042,17.256,0.092838
Swift,selectionsort,100000,107.907959,46.009766,0.051636,11.768,5.43201
Swift,selectionsort,100000,108.003052,46.053467,0.038513,11.768,5.43229
Swift,selectionsort,100000,107.771362,46.005249,0.048218,11.768,5.42136
Swift,selectionsort,100000,107.775940,46.015076,0.044678,11.768,5.41886
Swift,selectionsort,100000,108.084106,46.122437,0.046448,11.768,5.43753
