Language , Program , Input Size , Package , Core(s) , GPU , DRAM? , Memory (KB) , Time (sec)
C#, insertionsort_25000.sh, 25000, 13.002808 , 5.263733 , 0.109131 , 0.000000 , 65564, 0.657997 
C#, mergesort_25000.sh, 25000, 12.248230 , 5.075378 , 0.032532 , 0.000000 , 69364, 0.617937 
C#, oddevensort_25000.sh, 25000, 12.775146 , 5.306152 , 0.032410 , 0.000000 , 65628, 0.642813 
C#, quicksort_25000.sh, 25000, 12.232056 , 5.056946 , 0.020996 , 0.000000 , 69648, 0.618241 
C#, selectionsort_25000.sh, 25000, 12.458313 , 5.143250 , 0.034607 , 0.000000 , 67352, 0.628654 
Go, bubblesort_25000.sh, 25000, 25.415710 , 4.107056 , 0.088745 , 0.000000 , 56528, 1.83355 
Go, cyclesort_25000.sh, 25000, 4.014343 , 1.414368 , 0.075439 , 0.000000 , 56608, 0.215939 
Go, heapsort_25000.sh, 25000, 3.855957 , 1.378174 , 0.067322 , 0.000000 , 54896, 0.205275 
Go, insertionsort_25000.sh, 25000, 3.367554 , 1.125549 , 0.088196 , 0.000000 , 56716, 0.183514 
Go, mergesort_25000.sh, 25000, 3.706604 , 1.449890 , 0.023621 , 0.000000 , 57496, 0.191177 
Go, oddevensort_25000.sh, 25000, 3.885742 , 1.510437 , 0.021912 , 0.000000 , 54724, 0.20042 
Go, quicksort_25000.sh, 25000, 3.590942 , 1.329895 , 0.021057 , 0.000000 , 56596, 0.192115 
Go, selectionsort_25000.sh, 25000, 3.290771 , 1.189941 , 0.030334 , 0.000000 , 56220, 0.176812 
Haskell, bubblesort_25000.sh, 25000, 442.500122 , 135.634277 , 0.271057 , 0.000000 , 603664, 26.3182 
Haskell, cyclesort_25000.sh, 25000, 551.999817 , 225.429443 , 0.190918 , 0.000000 , 628836, 27.7486 
Haskell, heapsort_25000.sh, 25000, 285.634888 , 116.675293 , 0.136658 , 0.000000 , 632144, 14.36 
Haskell, insertionsort_25000.sh, 25000, 284.444275 , 116.046631 , 0.236816 , 0.000000 , 598512, 14.3002 
Haskell, mergesort_25000.sh, 25000, 285.763428 , 116.682373 , 0.121643 , 0.000000 , 627660, 14.3619 
Haskell, oddevensort_25000.sh, 25000, 264.770325 , 108.024292 , 0.157471 , 0.000000 , 641952, 13.3039 
Haskell, quicksort_25000.sh, 25000, 286.856323 , 117.104004 , 0.137939 , 0.000000 , 592220, 14.4244 
Haskell, selectionsort_25000.sh, 25000, 309.807556 , 126.510925 , 0.179871 , 0.000000 , 669724, 15.568 
Rust, bubblesort_25000.sh, 25000, 316.914734 , 100.609436 , 0.141907 , 0.000000 , 1085892, 18.6329 
Rust, cyclesort_25000.sh, 25000, 213.175232 , 88.137207 , 0.153625 , 0.000000 , 1075848, 10.7215 
Rust, heapsort_25000.sh, 25000, 221.420776 , 91.378723 , 0.132446 , 0.000000 , 1076192, 11.1497 
Rust, insertionsort_25000.sh, 25000, 213.891357 , 88.525146 , 0.129578 , 0.000000 , 1081448, 10.741 
Rust, mergesort_25000.sh, 25000, 225.003357 , 91.771912 , 0.101135 , 0.000000 , 1104524, 11.4286 
Rust, oddevensort_25000.sh, 25000, 217.969116 , 90.097351 , 0.145935 , 0.000000 , 1083324, 10.9572 
Rust, quicksort_25000.sh, 25000, 213.118774 , 88.264221 , 0.114136 , 0.000000 , 1091260, 10.7034 
Rust, selectionsort_25000.sh, 25000, 224.046143 , 92.801208 , 0.092529 , 0.000000 , 1079356, 11.2524 
Swift, bubblesort_25000.sh, 25000, 405.877075 , 147.112122 , 0.132202 , 0.000000 , 142752, 22.3701 
Swift, cyclesort_25000.sh, 25000, 326.050049 , 136.156433 , 0.171814 , 0.000000 , 143316, 16.4074 
Swift, heapsort_25000.sh, 25000, 344.656982 , 143.951233 , 0.169312 , 0.000000 , 147332, 17.3385 
Swift, insertionsort_25000.sh, 25000, 327.232605 , 136.897217 , 0.090210 , 0.000000 , 144408, 16.4503 
Swift, mergesort_25000.sh, 25000, 359.625427 , 150.153564 , 0.146484 , 0.000000 , 145296, 18.0945 
Swift, oddevensort_25000.sh, 25000, 327.365601 , 136.838745 , 0.168152 , 0.000000 , 143816, 16.462 
Swift, quicksort_25000.sh, 25000, 344.017944 , 143.820801 , 0.113281 , 0.000000 , 145260, 17.3023 
Swift, selectionsort_25000.sh, 25000, 339.379150 , 141.861267 , 0.163635 , 0.000000 , 144376, 17.0686 
C, bubblesort_25000.sh, 25000, 2.921631 , 1.013489 , 0.069641 , 0.000000 , 38252, 0.158031 
C, cyclesort_25000.sh, 25000, 2.486267 , 0.856689 , 0.079651 , 0.000000 , 38708, 0.132538 
C, heapsort_25000.sh, 25000, 2.726807 , 1.061584 , 0.034302 , 0.000000 , 37296, 0.140009 
C, insertionsort_25000.sh, 25000, 2.507080 , 0.820312 , 0.119934 , 0.000000 , 37428, 0.133426 
C, mergesort_25000.sh, 25000, 3.002014 , 1.155518 , 0.082703 , 0.000000 , 39628, 0.150199 
C, oddevensort_25000.sh, 25000, 2.884949 , 1.029114 , 0.034485 , 0.000000 , 38580, 0.157146 
C, quicksort_25000.sh, 25000, 2.560425 , 0.985352 , 0.046570 , 0.000000 , 38204, 0.130252 
C, selectionsort_25000.sh, 25000, 2.643555 , 1.062683 , 0.036255 , 0.000000 , 38124, 0.13348 
C++, bubblesort_25000.sh, 25000, 10.955811 , 4.492920 , 0.045227 , 0.000000 , 85488, 0.553687 
C++, cyclesort_25000.sh, 25000, 11.584167 , 4.741943 , 0.044922 , 0.000000 , 85264, 0.587059 
C++, heapsort_25000.sh, 25000, 11.673767 , 4.835632 , 0.035461 , 0.000000 , 85464, 0.586948 
C++, insertionsort_25000.sh, 25000, 11.356628 , 4.524963 , 0.143127 , 0.000000 , 84944, 0.576636 
C++, mergesort_25000.sh, 25000, 12.203186 , 5.038269 , 0.037537 , 0.000000 , 87064, 0.615983 
C++, oddevensort_25000.sh, 25000, 11.698792 , 4.812927 , 0.065674 , 0.000000 , 85776, 0.589384 
C++, quicksort_25000.sh, 25000, 11.236938 , 4.633972 , 0.041992 , 0.000000 , 84932, 0.565614 
C++, selectionsort_25000.sh, 25000, 11.116577 , 4.568848 , 0.038086 , 0.000000 , 85172, 0.561393 
C#, bubblesort_25000.sh, 25000, 13.099426 , 5.323364 , 0.098633 , 0.000000 , 65448, 0.664168 
C#, cyclesort_25000.sh, 25000, 12.308716 , 5.019653 , 0.033569 , 0.000000 , 67424, 0.628258 
C#, heapsort_25000.sh, 25000, 12.834778 , 5.311646 , 0.032776 , 0.000000 , 65500, 0.646379 
C#, insertionsort_25000.sh, 25000, 12.478027 , 5.048889 , 0.080261 , 0.000000 , 63224, 0.634435 
C#, mergesort_25000.sh, 25000, 12.915283 , 5.313232 , 0.079956 , 0.000000 , 67444, 0.648258 
C#, oddevensort_25000.sh, 25000, 12.124512 , 5.059692 , 0.023315 , 0.000000 , 63264, 0.610638 
C#, quicksort_25000.sh, 25000, 12.811401 , 5.320251 , 0.028809 , 0.000000 , 65304, 0.645336 
C#, selectionsort_25000.sh, 25000, 12.379456 , 5.079346 , 0.075623 , 0.000000 , 63252, 0.623559 
Go, bubblesort_25000.sh, 25000, 3.755493 , 1.489441 , 0.034485 , 0.000000 , 56956, 0.191004 
Go, cyclesort_25000.sh, 25000, 3.853882 , 1.356750 , 0.077515 , 0.000000 , 55856, 0.206989 
Go, heapsort_25000.sh, 25000, 3.617737 , 1.251404 , 0.022339 , 0.000000 , 57396, 0.200973 
Go, insertionsort_25000.sh, 25000, 3.179932 , 1.204346 , 0.070007 , 0.000000 , 53752, 0.163202 
Go, mergesort_25000.sh, 25000, 3.796021 , 1.399048 , 0.087769 , 0.000000 , 57696, 0.198453 
Go, oddevensort_25000.sh, 25000, 3.761414 , 1.412476 , 0.066040 , 0.000000 , 55144, 0.194353 
Go, quicksort_25000.sh, 25000, 3.510437 , 1.301208 , 0.032593 , 0.000000 , 56996, 0.187511 
Go, selectionsort_25000.sh, 25000, 3.290527 , 1.172119 , 0.077332 , 0.000000 , 56552, 0.175413 
Haskell, bubblesort_25000.sh, 25000, 284.863647 , 116.434387 , 0.184998 , 0.000000 , 632864, 14.3126 
Haskell, cyclesort_25000.sh, 25000, 545.506348 , 222.649414 , 0.165344 , 0.000000 , 685424, 27.4144 
Haskell, heapsort_25000.sh, 25000, 292.289368 , 119.217163 , 0.173950 , 0.000000 , 636728, 14.7073 
Haskell, insertionsort_25000.sh, 25000, 283.518372 , 115.720276 , 0.162170 , 0.000000 , 671216, 14.2473 
Haskell, mergesort_25000.sh, 25000, 287.273743 , 117.109863 , 0.132385 , 0.000000 , 627040, 14.4415 
Haskell, oddevensort_25000.sh, 25000, 269.899475 , 110.117310 , 0.132935 , 0.000000 , 610848, 13.5739 
Haskell, quicksort_25000.sh, 25000, 286.415405 , 116.975830 , 0.119446 , 0.000000 , 602784, 14.3942 
Haskell, selectionsort_25000.sh, 25000, 301.417908 , 122.539185 , 0.156860 , 0.000000 , 666992, 15.1824 
Rust, bubblesort_25000.sh, 25000, 216.106934 , 89.427795 , 0.143433 , 0.000000 , 1084052, 10.8558 
Rust, cyclesort_25000.sh, 25000, 218.624756 , 90.436401 , 0.085144 , 0.000000 , 1084260, 10.9883 
Rust, heapsort_25000.sh, 25000, 211.958252 , 87.773315 , 0.088562 , 0.000000 , 1078544, 10.6483 
Rust, insertionsort_25000.sh, 25000, 222.724609 , 92.217224 , 0.113464 , 0.000000 , 1082872, 11.1894 
Rust, mergesort_25000.sh, 25000, 212.947754 , 88.147217 , 0.140076 , 0.000000 , 1109560, 10.6953 
Rust, oddevensort_25000.sh, 25000, 222.795288 , 93.181885 , 0.107605 , 0.000000 , 1082784, 11.1932 
Rust, quicksort_25000.sh, 25000, 208.520386 , 87.556641 , 0.098511 , 0.000000 , 1090968, 10.4789 
Rust, selectionsort_25000.sh, 25000, 220.307617 , 92.467834 , 0.109375 , 0.000000 , 1072464, 11.071 
Swift, bubblesort_25000.sh, 25000, 326.776062 , 138.812256 , 0.123047 , 0.000000 , 144152, 16.4085 
Swift, cyclesort_25000.sh, 25000, 323.014221 , 137.148132 , 0.126587 , 0.000000 , 143576, 16.2343 
Swift, heapsort_25000.sh, 25000, 348.302551 , 147.856506 , 0.143799 , 0.000000 , 147348, 17.4961 
Swift, insertionsort_25000.sh, 25000, 329.831787 , 139.934998 , 0.144958 , 0.000000 , 144392, 16.5765 
Swift, mergesort_25000.sh, 25000, 356.383911 , 151.317078 , 0.133301 , 0.000000 , 145352, 17.9077 
Swift, oddevensort_25000.sh, 25000, 323.110291 , 137.214783 , 0.128113 , 0.000000 , 143892, 16.2382 
Swift, quicksort_25000.sh, 25000, 342.246460 , 145.301208 , 0.142456 , 0.000000 , 145268, 17.2001 
Swift, selectionsort_25000.sh, 25000, 328.402039 , 139.446350 , 0.141907 , 0.000000 , 144340, 16.4969 
C, bubblesort_25000.sh, 25000, 2.168945 , 0.724121 , 0.016296 , 0.000000 , 38376, 0.125613 
C, cyclesort_25000.sh, 25000, 2.628662 , 1.094055 , 0.016174 , 0.000000 , 38400, 0.131988 
C, heapsort_25000.sh, 25000, 1.998291 , 0.813232 , 0.015442 , 0.000000 , 37296, 0.102456 
C, insertionsort_25000.sh, 25000, 2.338867 , 0.963501 , 0.014465 , 0.000000 , 37424, 0.117412 
C, mergesort_25000.sh, 25000, 2.605774 , 1.048523 , 0.017578 , 0.000000 , 39628, 0.134038 
C, oddevensort_25000.sh, 25000, 2.341919 , 0.966125 , 0.016052 , 0.000000 , 38592, 0.117704 
C, quicksort_25000.sh, 25000, 3.045532 , 1.132263 , 0.029785 , 0.000000 , 38324, 0.164776 
C, selectionsort_25000.sh, 25000, 2.001770 , 0.756287 , 0.013672 , 0.000000 , 37932, 0.10856 
C++, bubblesort_25000.sh, 25000, 10.928223 , 4.519165 , 0.011414 , 0.000000 , 85756, 0.55813 
C++, cyclesort_25000.sh, 25000, 11.236328 , 4.730347 , 0.024658 , 0.000000 , 85328, 0.564471 
C++, heapsort_25000.sh, 25000, 11.197632 , 4.730408 , 0.017700 , 0.000000 , 85444, 0.563075 
C++, insertionsort_25000.sh, 25000, 10.858582 , 4.535400 , 0.024475 , 0.000000 , 84608, 0.548171 
C++, mergesort_25000.sh, 25000, 11.873291 , 5.002258 , 0.018921 , 0.000000 , 87112, 0.597726 
C++, oddevensort_25000.sh, 25000, 11.132324 , 4.734985 , 0.015442 , 0.000000 , 85780, 0.558525 
C++, quicksort_25000.sh, 25000, 11.330750 , 4.745605 , 0.025513 , 0.000000 , 84900, 0.570622 
C++, selectionsort_25000.sh, 25000, 10.656128 , 4.470276 , 0.015259 , 0.000000 , 85068, 0.538334 
C#, bubblesort_25000.sh, 25000, 12.275452 , 5.146179 , 0.014771 , 0.000000 , 65288, 0.621472 
C#, cyclesort_25000.sh, 25000, 12.468384 , 5.254272 , 0.024414 , 0.000000 , 65376, 0.628036 
C#, heapsort_25000.sh, 25000, 12.454468 , 5.270081 , 0.011597 , 0.000000 , 65388, 0.627987 
C#, insertionsort_25000.sh, 25000, 12.251648 , 5.203430 , 0.011719 , 0.000000 , 63396, 0.616276 
C#, mergesort_25000.sh, 25000, 12.702209 , 5.364075 , 0.024109 , 0.000000 , 62992, 0.638757 
C#, oddevensort_25000.sh, 25000, 12.171082 , 5.154663 , 0.008728 , 0.000000 , 63424, 0.614387 
C#, quicksort_25000.sh, 25000, 12.842834 , 5.411072 , 0.022888 , 0.000000 , 69484, 0.645163 
C#, selectionsort_25000.sh, 25000, 12.115051 , 5.072693 , 0.014771 , 0.000000 , 67372, 0.613517 
Go, bubblesort_25000.sh, 25000, 3.558533 , 1.472717 , 0.009583 , 0.000000 , 56600, 0.178458 
Go, cyclesort_25000.sh, 25000, 3.598145 , 1.359863 , 0.009460 , 0.000000 , 55700, 0.192931 
Go, heapsort_25000.sh, 25000, 2.964294 , 1.086121 , 0.008118 , 0.000000 , 56756, 0.161897 
Go, insertionsort_25000.sh, 25000, 3.419678 , 1.372925 , 0.008240 , 0.000000 , 56904, 0.176082 
Go, mergesort_25000.sh, 25000, 3.561890 , 1.417664 , 0.013000 , 0.000000 , 56348, 0.184044 
Go, oddevensort_25000.sh, 25000, 3.186584 , 1.241699 , 0.014832 , 0.000000 , 57200, 0.167235 
Go, quicksort_25000.sh, 25000, 3.232056 , 1.278992 , 0.008240 , 0.000000 , 56752, 0.168087 
Go, selectionsort_25000.sh, 25000, 3.521484 , 1.417664 , 0.009033 , 0.000000 , 56852, 0.180834 
Haskell, bubblesort_25000.sh, 25000, 281.440247 , 116.616211 , 0.127808 , 0.000000 , 632816, 14.1546 
Haskell, cyclesort_25000.sh, 25000, 536.780029 , 222.375122 , 0.221680 , 0.000000 , 717056, 26.9802 
Haskell, heapsort_25000.sh, 25000, 280.994690 , 116.443359 , 0.128906 , 0.000000 , 633924, 14.1254 
Haskell, insertionsort_25000.sh, 25000, 282.804749 , 117.097839 , 0.152527 , 0.000000 , 667756, 14.2167 
Haskell, mergesort_25000.sh, 25000, 287.850464 , 119.322754 , 0.139160 , 0.000000 , 599332, 14.4644 
Haskell, oddevensort_25000.sh, 25000, 267.035645 , 110.595337 , 0.139587 , 0.000000 , 671936, 13.4266 
Haskell, quicksort_25000.sh, 25000, 282.607666 , 117.161743 , 0.134216 , 0.000000 , 593924, 14.2074 
Haskell, selectionsort_25000.sh, 25000, 299.360657 , 123.890686 , 0.137390 , 0.000000 , 668332, 15.0546 
Rust, bubblesort_25000.sh, 25000, 212.697327 , 89.252747 , 0.099121 , 0.000000 , 1083488, 10.6952 
Rust, cyclesort_25000.sh, 25000, 222.190979 , 93.305237 , 0.107666 , 0.000000 , 1083328, 11.1657 
Rust, heapsort_25000.sh, 25000, 213.678223 , 89.755310 , 0.101196 , 0.000000 , 1076628, 10.7349 
Rust, insertionsort_25000.sh, 25000, 217.730896 , 91.451050 , 0.107727 , 0.000000 , 1081496, 10.9374 
Rust, mergesort_25000.sh, 25000, 217.482788 , 91.177490 , 0.102783 , 0.000000 , 1103040, 10.9411 
Rust, oddevensort_25000.sh, 25000, 211.289124 , 88.644592 , 0.106384 , 0.000000 , 1080396, 10.6192 
Rust, quicksort_25000.sh, 25000, 205.643738 , 86.345581 , 0.096619 , 0.000000 , 1091600, 10.335 
Rust, selectionsort_25000.sh, 25000, 215.316223 , 90.343994 , 0.112732 , 0.000000 , 1081888, 10.8148 
Swift, bubblesort_25000.sh, 25000, 325.764099 , 138.326843 , 0.118225 , 0.000000 , 144132, 16.3702 
Swift, cyclesort_25000.sh, 25000, 337.141602 , 143.105896 , 0.129700 , 0.000000 , 143644, 16.9434 
Swift, heapsort_25000.sh, 25000, 346.933044 , 147.283203 , 0.143372 , 0.000000 , 147368, 17.4306 
Swift, insertionsort_25000.sh, 25000, 336.700134 , 142.998718 , 0.137878 , 0.000000 , 144376, 16.9214 
Swift, mergesort_25000.sh, 25000, 348.088440 , 147.615662 , 0.141907 , 0.000000 , 145312, 17.4963 
Swift, oddevensort_25000.sh, 25000, 336.814453 , 142.945435 , 0.141113 , 0.000000 , 143600, 16.9266 
Swift, quicksort_25000.sh, 25000, 346.667908 , 147.107483 , 0.152283 , 0.000000 , 145280, 17.429 
Swift, selectionsort_25000.sh, 25000, 336.830261 , 142.969116 , 0.134155 , 0.000000 , 144424, 16.9375 
C, bubblesort_25000.sh, 25000, 1.975586 , 0.803955 , 0.015076 , 0.000000 , 38448, 0.099214 
C, cyclesort_25000.sh, 25000, 2.949280 , 1.099426 , 0.020142 , 0.000000 , 38708, 0.158734 
C, heapsort_25000.sh, 25000, 1.914185 , 0.773376 , 0.014832 , 0.000000 , 37420, 0.098152 
C, insertionsort_25000.sh, 25000, 2.610718 , 0.976013 , 0.014343 , 0.000000 , 37452, 0.141389 
C, mergesort_25000.sh, 25000, 2.359741 , 0.952332 , 0.010925 , 0.000000 , 39496, 0.122301 
C, oddevensort_25000.sh, 25000, 2.730469 , 1.117981 , 0.014526 , 0.000000 , 38708, 0.13704 
C, quicksort_25000.sh, 25000, 2.277405 , 0.939941 , 0.016235 , 0.000000 , 38324, 0.11673 
C, selectionsort_25000.sh, 25000, 2.567688 , 1.059998 , 0.015198 , 0.000000 , 37972, 0.128576 
C++, bubblesort_25000.sh, 25000, 10.761292 , 4.501160 , 0.018738 , 0.000000 , 85320, 0.544915 
C++, cyclesort_25000.sh, 25000, 11.111389 , 4.650208 , 0.031006 , 0.000000 , 85224, 0.55921 
C++, heapsort_25000.sh, 25000, 10.877380 , 4.592041 , 0.018066 , 0.000000 , 85188, 0.548053 
C++, insertionsort_25000.sh, 25000, 10.777710 , 4.541321 , 0.028442 , 0.000000 , 85364, 0.540701 
C++, mergesort_25000.sh, 25000, 12.264587 , 5.180725 , 0.021179 , 0.000000 , 87576, 0.616065 
C++, oddevensort_25000.sh, 25000, 10.847656 , 4.542786 , 0.019409 , 0.000000 , 86428, 0.547391 
C++, quicksort_25000.sh, 25000, 10.869934 , 4.582153 , 0.022034 , 0.000000 , 85512, 0.545778 
C++, selectionsort_25000.sh, 25000, 10.774292 , 4.505798 , 0.016724 , 0.000000 , 85604, 0.545894 
C#, bubblesort_25000.sh, 25000, 12.449219 , 5.230957 , 0.020020 , 0.000000 , 67364, 0.627314 
C#, cyclesort_25000.sh, 25000, 12.221863 , 5.165039 , 0.014343 , 0.000000 , 63612, 0.616239 
C#, heapsort_25000.sh, 25000, 12.132324 , 5.127808 , 0.011169 , 0.000000 , 67468, 0.612081 
C#, insertionsort_25000.sh, 25000, 12.550110 , 5.295715 , 0.021790 , 0.000000 , 61372, 0.631915 
C#, mergesort_25000.sh, 25000, 12.048645 , 5.095459 , 0.013367 , 0.000000 , 67452, 0.605217 
C#, oddevensort_25000.sh, 25000, 12.748901 , 5.388428 , 0.019653 , 0.000000 , 65524, 0.642242 
C#, quicksort_25000.sh, 25000, 12.219116 , 5.154663 , 0.013428 , 0.000000 , 63536, 0.617191 
C#, selectionsort_25000.sh, 25000, 12.756104 , 5.368652 , 0.013245 , 0.000000 , 63216, 0.643644 
Go, bubblesort_25000.sh, 25000, 3.685852 , 1.391541 , 0.013062 , 0.000000 , 57016, 0.198511 
Go, cyclesort_25000.sh, 25000, 3.066162 , 1.132141 , 0.007812 , 0.000000 , 54852, 0.16721 
Go, heapsort_25000.sh, 25000, 3.988831 , 1.558289 , 0.007996 , 0.000000 , 57152, 0.210048 
Go, insertionsort_25000.sh, 25000, 3.508728 , 1.386169 , 0.008179 , 0.000000 , 56468, 0.182885 
Go, mergesort_25000.sh, 25000, 3.276733 , 1.296509 , 0.008301 , 0.000000 , 57740, 0.171514 
Go, oddevensort_25000.sh, 25000, 3.207764 , 1.195190 , 0.013123 , 0.000000 , 55076, 0.171114 
Go, quicksort_25000.sh, 25000, 3.604370 , 1.458557 , 0.008545 , 0.000000 , 59164, 0.183275 
Go, selectionsort_25000.sh, 25000, 3.500916 , 1.398193 , 0.011047 , 0.000000 , 54932, 0.180985 
Haskell, bubblesort_25000.sh, 25000, 290.174988 , 120.435791 , 0.144043 , 0.000000 , 628784, 14.5863 
Haskell, cyclesort_25000.sh, 25000, 541.317932 , 224.244019 , 0.229065 , 0.000000 , 679080, 27.2115 
Haskell, heapsort_25000.sh, 25000, 283.894287 , 117.581787 , 0.132385 , 0.000000 , 635296, 14.2761 
Haskell, insertionsort_25000.sh, 25000, 276.228210 , 114.388367 , 0.132507 , 0.000000 , 669908, 13.8843 
Haskell, mergesort_25000.sh, 25000, 286.029846 , 118.302002 , 0.139832 , 0.000000 , 615024, 14.3818 
Haskell, oddevensort_25000.sh, 25000, 265.672852 , 109.953735 , 0.133484 , 0.000000 , 671316, 13.3573 
Haskell, quicksort_25000.sh, 25000, 278.868652 , 115.604797 , 0.129456 , 0.000000 , 601164, 14.0148 
Haskell, selectionsort_25000.sh, 25000, 302.142212 , 125.145630 , 0.144104 , 0.000000 , 667120, 15.1908 
Rust, bubblesort_25000.sh, 25000, 212.897949 , 89.273438 , 0.107544 , 0.000000 , 1081440, 10.7022 
Rust, cyclesort_25000.sh, 25000, 216.459045 , 90.837585 , 0.105103 , 0.000000 , 1078664, 10.8808 
Rust, heapsort_25000.sh, 25000, 208.981323 , 87.730530 , 0.099854 , 0.000000 , 1086152, 10.5012 
Rust, insertionsort_25000.sh, 25000, 212.313965 , 89.087952 , 0.104736 , 0.000000 , 1086496, 10.6664 
Rust, mergesort_25000.sh, 25000, 219.297791 , 92.112061 , 0.104309 , 0.000000 , 1108924, 11.0192 
Rust, oddevensort_25000.sh, 25000, 222.718262 , 93.525757 , 0.108521 , 0.000000 , 1078480, 11.1893 
Rust, quicksort_25000.sh, 25000, 207.080505 , 86.985474 , 0.104187 , 0.000000 , 1091444, 10.3999 
Rust, selectionsort_25000.sh, 25000, 222.561829 , 93.364014 , 0.114075 , 0.000000 , 1073200, 11.1863 
Swift, bubblesort_25000.sh, 25000, 336.555420 , 142.813843 , 0.128479 , 0.000000 , 144172, 16.9206 
Swift, cyclesort_25000.sh, 25000, 324.599792 , 137.804810 , 0.126343 , 0.000000 , 143360, 16.3121 
Swift, heapsort_25000.sh, 25000, 340.381287 , 144.394836 , 0.142090 , 0.000000 , 147168, 17.1122 
Swift, insertionsort_25000.sh, 25000, 336.427368 , 142.828247 , 0.144592 , 0.000000 , 144360, 16.9089 
Swift, mergesort_25000.sh, 25000, 344.285461 , 146.201050 , 0.134766 , 0.000000 , 145532, 17.2983 
Swift, oddevensort_25000.sh, 25000, 334.086548 , 141.805176 , 0.132935 , 0.000000 , 143796, 16.7986 
Swift, quicksort_25000.sh, 25000, 359.676453 , 152.540405 , 0.142822 , 0.000000 , 145216, 18.0886 
Swift, selectionsort_25000.sh, 25000, 322.995483 , 137.185242 , 0.131104 , 0.000000 , 144488, 16.2328 
C, bubblesort_25000.sh, 25000, 2.624634 , 1.006409 , 0.015625 , 0.000000 , 38320, 0.14074 
C, cyclesort_25000.sh, 25000, 2.178711 , 0.896179 , 0.016479 , 0.000000 , 38512, 0.111858 
C, heapsort_25000.sh, 25000, 2.586853 , 1.055420 , 0.022339 , 0.000000 , 37480, 0.131256 
C, insertionsort_25000.sh, 25000, 1.935242 , 0.785767 , 0.011353 , 0.000000 , 37556, 0.098661 
C, mergesort_25000.sh, 25000, 3.064453 , 1.253357 , 0.015076 , 0.000000 , 39572, 0.155514 
C, oddevensort_25000.sh, 25000, 2.027832 , 0.798645 , 0.011047 , 0.000000 , 38456, 0.105831 
C, quicksort_25000.sh, 25000, 2.978088 , 1.225708 , 0.016907 , 0.000000 , 38196, 0.150906 
C, selectionsort_25000.sh, 25000, 2.013550 , 0.818420 , 0.016357 , 0.000000 , 37948, 0.101511 
C++, bubblesort_25000.sh, 25000, 10.904846 , 4.571777 , 0.031494 , 0.000000 , 85816, 0.547523 
C++, cyclesort_25000.sh, 25000, 10.971741 , 4.613953 , 0.020813 , 0.000000 , 85800, 0.550176 
C++, heapsort_25000.sh, 25000, 10.637451 , 4.495850 , 0.016907 , 0.000000 , 85856, 0.534996 
C++, insertionsort_25000.sh, 25000, 10.697693 , 4.494202 , 0.019714 , 0.000000 , 85224, 0.540474 
C++, mergesort_25000.sh, 25000, 11.778625 , 4.948792 , 0.017944 , 0.000000 , 87432, 0.594619 
C++, oddevensort_25000.sh, 25000, 10.837830 , 4.566895 , 0.019531 , 0.000000 , 86436, 0.544931 
C++, quicksort_25000.sh, 25000, 11.156677 , 4.713745 , 0.016724 , 0.000000 , 85572, 0.560854 
C++, selectionsort_25000.sh, 25000, 11.063171 , 4.590576 , 0.028381 , 0.000000 , 85704, 0.562229 
C#, bubblesort_25000.sh, 25000, 12.133606 , 5.140686 , 0.014893 , 0.000000 , 65216, 0.609456 
C#, cyclesort_25000.sh, 25000, 12.609070 , 5.341064 , 0.010681 , 0.000000 , 63156, 0.634571 
C#, heapsort_25000.sh, 25000, 12.236938 , 5.132324 , 0.023865 , 0.000000 , 61292, 0.61794 
C#, insertionsort_25000.sh, 25000, 12.637085 , 5.359009 , 0.011047 , 0.000000 , 67284, 0.634664 
C#, mergesort_25000.sh, 25000, 12.130920 , 5.108643 , 0.020752 , 0.000000 , 67512, 0.610275 
C#, oddevensort_25000.sh, 25000, 12.812500 , 5.371033 , 0.021912 , 0.000000 , 67304, 0.646682 
C#, quicksort_25000.sh, 25000, 12.138489 , 5.136719 , 0.009644 , 0.000000 , 63304, 0.612477 
C#, selectionsort_25000.sh, 25000, 12.727173 , 5.379822 , 0.014587 , 0.000000 , 65428, 0.641287 
Go, bubblesort_25000.sh, 25000, 3.333191 , 1.186340 , 0.010742 , 0.000000 , 55096, 0.185023 
Go, cyclesort_25000.sh, 25000, 3.255798 , 1.214233 , 0.008118 , 0.000000 , 54940, 0.175996 
Go, heapsort_25000.sh, 25000, 3.648804 , 1.461365 , 0.013000 , 0.000000 , 56516, 0.186036 
Go, insertionsort_25000.sh, 25000, 3.637329 , 1.371887 , 0.008484 , 0.000000 , 56780, 0.194662 
Go, mergesort_25000.sh, 25000, 3.007629 , 1.207275 , 0.008423 , 0.000000 , 56664, 0.15509 
Go, oddevensort_25000.sh, 25000, 3.440857 , 1.374512 , 0.007507 , 0.000000 , 58828, 0.178154 
Go, quicksort_25000.sh, 25000, 3.567139 , 1.439087 , 0.008362 , 0.000000 , 57148, 0.182517 
Go, selectionsort_25000.sh, 25000, 3.356873 , 1.359985 , 0.015259 , 0.000000 , 54816, 0.170902 
Haskell, bubblesort_25000.sh, 25000, 283.460144 , 117.539185 , 0.128723 , 0.000000 , 603448, 14.2495 
Haskell, cyclesort_25000.sh, 25000, 539.890320 , 223.645996 , 0.193420 , 0.000000 , 699356, 27.1434 
