Language,Algorithm,Size,Package,Core(s),GPU,Memory(MB),Time(sec)
Swift,cyclesort,25000,339.858826,144.114746,0.130005,143.34,17.0984
Swift,cyclesort,50000,1136.884705,483.802124,0.410339,214.156,57.1302
Swift,heapsort,25000,348.454651,147.838196,0.135925,147.5,17.5222
Swift,heapsort,50000,1227.768005,521.623413,0.447449,218.076,61.7051
Swift,insertionsort,25000,338.182983,143.546143,0.145752,144.392,17.0013
Swift,insertionsort,50000,1170.603088,497.787598,0.414307,214.66,58.8348
Swift,mergesort,25000,348.357605,147.910828,0.137512,145.528,17.509
Swift,mergesort,50000,1243.607727,528.341370,0.401123,216.204,62.4849
Swift,oddevensort,25000,323.441833,137.267456,0.138550,144.036,16.2593
Swift,oddevensort,50000,6.616516,2.739502,0.010681,83.144,0.336807
Swift,quicksort,25000,357.076660,151.621094,0.127380,145.308,17.9547
Swift,quicksort,50000,1190.600281,506.177368,0.420044,215.648,59.8182
Swift,selectionsort,25000,337.103577,143.291748,0.112000,144.308,16.9435
Swift,selectionsort,50000,1131.512817,480.978027,0.403992,214.992,56.8541
C,bubblesort,50000,2.850281,1.110901,0.019531,42.884,0.150356
C,cyclesort,50000,3.391785,1.405823,0.014587,43.452,0.171931
C,heapsort,50000,3.572876,1.407837,0.015320,42.68,0.186538
C,insertionsort,50000,2.805908,1.157898,0.012695,42.112,0.141276
C,mergesort,50000,3.527344,1.479553,0.014587,44.18,0.176791
C,oddevensort,50000,3.523682,1.423401,0.019897,43.52,0.181133
C,quicksort,50000,3.687134,1.487854,0.012390,42.94,0.191004
C,selectionsort,50000,2.737488,1.152161,0.013855,42.752,0.137096
C++,bubblesort,50000,12.483826,5.284729,0.020752,100.064,0.625625
C++,cyclesort,50000,11.998352,5.058716,0.019531,98.032,0.604304
C++,heapsort,50000,12.579041,5.261536,0.020325,98.392,0.635623
C++,insertionsort,50000,11.838928,4.977173,0.016846,98.572,0.597391
C++,mergesort,50000,13.547363,5.665894,0.026611,100.488,0.683905
C++,oddevensort,50000,11.782410,4.942383,0.019287,99.724,0.59477
C++,quicksort,50000,12.055176,5.054871,0.017944,98.624,0.608351
C++,selectionsort,50000,12.207642,5.133301,0.028503,98.064,0.613713
C#,bubblesort,50000,13.460632,5.662781,0.013428,67.572,0.680098
C#,cyclesort,50000,12.729797,5.375244,0.008301,67.464,0.644162
C#,heapsort,50000,13.426941,5.659729,0.022827,67.4,0.675674
C#,insertionsort,50000,13.364685,5.670044,0.015564,65.72,0.671321
C#,mergesort,50000,12.922485,5.458313,0.010376,67.74,0.651521
C#,oddevensort,50000,13.185181,5.538269,0.022461,69.712,0.664374
C#,quicksort,50000,13.413818,5.680420,0.015442,67.728,0.673559
C#,selectionsort,50000,12.824585,5.447266,0.011169,67.524,0.644799
Go,bubblesort,50000,3.374023,1.316284,0.012207,56.956,0.175215
Go,cyclesort,50000,3.592041,1.434937,0.008118,56.22,0.186364
Go,heapsort,50000,3.387207,1.336731,0.010498,57.032,0.175724
Go,insertionsort,50000,3.207947,1.253906,0.008240,55.392,0.169767
Go,mergesort,50000,3.430115,1.363770,0.009460,56.94,0.178163
Go,oddevensort,50000,3.646545,1.475220,0.014893,56.084,0.186124
Go,quicksort,50000,3.479797,1.302795,0.008240,56.932,0.188051
Go,selectionsort,50000,3.267639,1.234497,0.012207,57.336,0.173354
Haskell,bubblesort,50000,571.815186,236.773682,0.228638,1108.28,28.7705
Haskell,cyclesort,50000,1098.766296,455.113892,0.406372,1308.248,55.2191
Haskell,heapsort,50000,569.250916,235.875916,0.259399,1118.464,28.6105
Haskell,insertionsort,50000,558.725891,231.249634,0.229126,1091.136,28.0824
Haskell,mergesort,50000,565.524231,234.059937,0.244446,1062.0,28.422
Haskell,oddevensort,50000,521.036438,215.555298,0.210327,990.332,26.1863
Haskell,quicksort,50000,557.870544,231.014221,0.220215,1074.42,28.0391
Haskell,selectionsort,50000,585.352783,242.491455,0.250183,1066.468,29.4152
Rust,bubblesort,50000,442.804626,185.766296,0.197998,2168.492,22.2451
Rust,cyclesort,50000,446.493530,187.222412,0.197449,2178.736,22.4365
Rust,heapsort,50000,433.062927,181.786072,0.190002,2170.144,21.7522
Rust,insertionsort,50000,441.557922,185.205261,0.189514,2176.82,22.1852
Rust,mergesort,50000,450.301086,188.840271,0.196899,2205.396,22.6287
Rust,oddevensort,50000,448.342163,187.995239,0.197998,2166.748,22.5241
Rust,quicksort,50000,449.944580,188.695374,0.198730,2190.212,22.6124
Rust,selectionsort,50000,441.981384,185.293640,0.192261,2165.06,22.2087
Swift,bubblesort,50000,1144.773193,486.699951,0.373718,216.132,57.5015
Swift,cyclesort,50000,1155.329773,490.899658,0.379883,217.944,58.0451
Swift,heapsort,50000,1228.270508,522.554260,0.403809,227.14,61.7247
Swift,insertionsort,50000,1168.384155,497.364685,0.393494,235.796,58.7043
Swift,mergesort,50000,1199.034790,509.465698,0.421509,237.116,60.2477
Swift,oddevensort,50000,5.967468,2.453491,0.009399,99.868,0.305898
Swift,quicksort,50000,1191.707153,507.235046,0.383423,236.616,59.8528
Swift,selectionsort,50000,1171.212524,498.475708,0.375977,236.96,58.8406
C,bubblesort,50000,2.740662,1.051086,0.015320,43.012,0.145875
C,cyclesort,50000,3.531616,1.470825,0.015320,43.236,0.177524
C,heapsort,50000,3.568237,1.441406,0.016479,42.752,0.184113
C,insertionsort,50000,2.767578,1.148499,0.014282,42.24,0.140205
C,mergesort,50000,3.565674,1.477051,0.019775,44.396,0.180177
C,oddevensort,50000,3.492249,1.419983,0.014465,43.392,0.178632
C,quicksort,50000,3.740906,1.545044,0.015320,43.264,0.190007
C,selectionsort,50000,2.731567,1.125061,0.013245,42.748,0.139063
C++,bubblesort,50000,12.272095,5.142517,0.030518,99.2,0.616869
C++,cyclesort,50000,11.949585,5.063293,0.017761,99.596,0.599925
C++,heapsort,50000,11.774231,4.938660,0.023254,98.948,0.593663
C++,insertionsort,50000,12.336426,5.188843,0.023010,99.236,0.620889
C++,mergesort,50000,12.722961,5.343567,0.017883,101.588,0.641029
C++,oddevensort,50000,12.498901,5.258362,0.027588,97.92,0.629632
C++,quicksort,50000,11.985046,5.017029,0.018738,99.456,0.606942
C++,selectionsort,50000,12.114624,5.089355,0.018677,99.004,0.610072
C#,bubblesort,50000,12.820190,5.421631,0.018250,69.936,0.643254
C#,cyclesort,50000,13.326904,5.601685,0.010864,67.328,0.675849
C#,heapsort,50000,12.914673,5.434875,0.014832,67.576,0.652735
C#,insertionsort,50000,13.080322,5.537415,0.021301,69.62,0.656809
C#,mergesort,50000,13.591675,5.745117,0.014526,67.86,0.683074
C#,oddevensort,50000,13.054626,5.534424,0.013916,67.612,0.655808
C#,quicksort,50000,13.068542,5.497437,0.020325,69.64,0.658184
C#,selectionsort,50000,13.380676,5.634583,0.016235,63.876,0.674241
Go,bubblesort,50000,3.667969,1.351196,0.010132,57.036,0.198655
Go,cyclesort,50000,3.036682,1.209839,0.008179,56.836,0.158682
Go,heapsort,50000,3.456482,1.327759,0.009583,56.752,0.182625
Go,insertionsort,50000,3.610352,1.466248,0.008057,57.148,0.185286
Go,mergesort,50000,3.308350,1.292969,0.012390,57.352,0.172571
Go,oddevensort,50000,3.311340,1.251404,0.009888,57.7,0.17688
Go,quicksort,50000,3.560852,1.385925,0.008423,56.892,0.186561
Go,selectionsort,50000,3.682434,1.402588,0.009766,58.976,0.1959
Haskell,bubblesort,50000,555.720825,230.208191,0.228760,1106.264,27.9386
Haskell,cyclesort,50000,1093.763977,452.989807,0.420166,1117.328,54.9638
Haskell,heapsort,50000,564.050293,233.530273,0.224915,993.524,28.3552
Haskell,insertionsort,50000,571.609741,236.626953,0.242615,1121.568,28.7288
Haskell,mergesort,50000,571.866882,236.928528,0.237671,1096.056,28.7406
Haskell,oddevensort,50000,532.043518,220.327698,0.245728,1180.06,26.7359
Haskell,quicksort,50000,560.841492,232.364807,0.220337,1107.82,28.1868
Haskell,selectionsort,50000,601.183105,249.071411,0.246948,1178.992,30.2171
Rust,bubblesort,50000,459.930786,193.049072,0.205688,2171.52,23.1062
Rust,cyclesort,50000,461.217773,193.680847,0.194946,2175.664,23.1633
Rust,heapsort,50000,434.217590,182.236877,0.184875,2171.108,21.8105
Rust,insertionsort,50000,434.582153,182.196106,0.196472,2165.228,21.8381
Rust,mergesort,50000,450.156067,188.873718,0.195190,2201.484,22.6091
Rust,oddevensort,50000,443.107178,185.736816,0.184875,2167.288,22.2608
Rust,quicksort,50000,449.526917,188.582886,0.202637,2185.32,22.5912
Rust,selectionsort,50000,446.955505,187.566223,0.194885,2172.164,22.4495
Swift,bubblesort,50000,1172.488037,498.208801,0.419434,236.656,58.918
Swift,cyclesort,50000,1128.100586,480.353577,0.372375,236.672,56.6747
Swift,heapsort,50000,1203.306641,511.069092,0.412048,239.964,60.4652
Swift,insertionsort,50000,1145.543396,486.773071,0.408203,236.96,57.5492
Swift,mergesort,50000,1222.402527,518.409180,0.434814,237.936,61.4424
Swift,oddevensort,50000,6.023560,2.474182,0.012146,98.548,0.309746
Swift,quicksort,50000,1190.245361,506.076416,0.428162,237.872,59.8245
Swift,selectionsort,50000,1170.886475,497.631714,0.421570,237.012,58.8156
C,bubblesort,50000,2.801514,1.107361,0.014587,43.008,0.147168
C,cyclesort,50000,3.598694,1.505432,0.015381,43.324,0.180895
C,heapsort,50000,3.569275,1.474670,0.016296,42.916,0.181313
C,insertionsort,50000,2.685120,1.112061,0.015503,41.988,0.136246
C,mergesort,50000,3.758789,1.571716,0.014343,44.552,0.188309
C,oddevensort,50000,3.558777,1.435608,0.015137,43.528,0.184241
C,quicksort,50000,3.685120,1.509338,0.014465,43.168,0.187252
C,selectionsort,50000,2.781860,1.102478,0.019653,42.628,0.145418
C++,bubblesort,50000,12.275757,5.204895,0.019653,98.676,0.616686
C++,cyclesort,50000,12.175171,5.136597,0.020081,98.28,0.612914
C++,heapsort,50000,11.922668,5.035889,0.020935,98.94,0.600392
C++,insertionsort,50000,12.154297,5.114441,0.026917,98.18,0.611605
C++,mergesort,50000,12.736389,5.364136,0.017700,100.572,0.641741
C++,oddevensort,50000,12.553711,5.308105,0.016968,98.572,0.630417
C++,quicksort,50000,11.614075,4.880615,0.021729,98.74,0.585905
C++,selectionsort,50000,11.743591,4.918030,0.023560,99.136,0.593187
C#,bubblesort,50000,12.933411,5.477905,0.010620,69.836,0.652556
C#,cyclesort,50000,13.285400,5.645386,0.014221,67.624,0.667112
C#,heapsort,50000,12.904907,5.405396,0.018005,69.464,0.653438
C#,insertionsort,50000,13.312866,5.635803,0.009827,67.524,0.669251
C#,mergesort,50000,13.210388,5.563293,0.014832,73.86,0.666856
C#,oddevensort,50000,12.871765,5.446899,0.018616,67.648,0.645715
C#,quicksort,50000,13.439148,5.700317,0.010559,67.504,0.675972
C#,selectionsort,50000,13.188293,5.566223,0.014587,67.508,0.664624
Go,bubblesort,50000,3.214783,1.175354,0.010864,57.036,0.174216
Go,cyclesort,50000,3.435425,1.385559,0.008728,57.488,0.175438
Go,heapsort,50000,3.776245,1.477539,0.014343,58.5,0.196915
Go,insertionsort,50000,3.356079,1.289429,0.008423,55.076,0.177756
Go,mergesort,50000,3.255371,1.246887,0.008240,56.264,0.172643
Go,oddevensort,50000,3.466614,1.424561,0.008301,56.58,0.175994
Go,quicksort,50000,3.508301,1.438721,0.007751,55.276,0.177121
Go,selectionsort,50000,3.165710,1.193848,0.014221,57.356,0.168816
Haskell,bubblesort,50000,560.974304,232.767334,0.210876,1022.048,28.1867
Haskell,cyclesort,50000,1087.172546,449.962952,0.395874,1097.104,54.6434
Haskell,heapsort,50000,565.934692,234.361145,0.245850,1005.316,28.4527
Haskell,insertionsort,50000,563.676025,233.469604,0.226196,1139.884,28.3331
Haskell,mergesort,50000,565.937378,234.216797,0.229370,1139.184,28.4417
Haskell,oddevensort,50000,537.289246,222.497559,0.206604,1146.568,27.0066
Haskell,quicksort,50000,571.818542,237.018677,0.217285,1054.908,28.7519
Haskell,selectionsort,50000,593.841003,245.839417,0.245117,1126.624,29.844
Rust,bubblesort,50000,438.638733,184.192383,0.175903,2172.008,22.0296
Rust,cyclesort,50000,440.925537,185.140381,0.191650,2174.364,22.1492
Rust,heapsort,50000,453.796814,190.544495,0.187866,2177.984,22.7999
Rust,insertionsort,50000,443.524841,186.283447,0.194519,2171.412,22.279
Rust,mergesort,50000,431.002869,180.881287,0.179749,2197.24,21.6496
Rust,oddevensort,50000,456.802734,191.721069,0.192139,2172.556,22.9503
Rust,quicksort,50000,436.424072,183.181580,0.182678,2179.504,21.9217
Rust,selectionsort,50000,446.490723,187.158630,0.192749,2173.02,22.433
Swift,bubblesort,50000,1175.481079,499.797302,0.385559,236.724,59.0706
Swift,cyclesort,50000,1161.589111,493.203735,0.425720,236.66,58.3678
Swift,heapsort,50000,1187.052551,504.670532,0.427551,240.144,59.6392
Swift,insertionsort,50000,1186.126526,503.855286,0.429626,237.012,59.6056
Swift,mergesort,50000,1239.446655,526.640747,0.420593,238.004,62.2835
Swift,oddevensort,50000,6.374146,2.582825,0.008850,100.704,0.329814
Swift,quicksort,50000,1213.368652,515.423523,0.411072,237.748,60.9622
Swift,selectionsort,50000,1146.795410,487.333069,0.366882,237.044,57.6149
C,bubblesort,50000,2.738098,1.112122,0.018921,42.88,0.140006
C,cyclesort,50000,3.696289,1.554504,0.015808,43.504,0.184934
C,heapsort,50000,3.517883,1.443970,0.011475,42.628,0.17992
C,insertionsort,50000,2.716370,1.127136,0.015808,42.112,0.136982
C,mergesort,50000,3.788025,1.589111,0.018188,44.264,0.189872
C,oddevensort,50000,3.525085,1.377075,0.011719,43.524,0.185597
C,quicksort,50000,3.509277,1.401978,0.017944,43.268,0.181836
C,selectionsort,50000,2.835876,1.166504,0.015869,42.748,0.143736
C++,bubblesort,50000,11.658081,4.909912,0.016602,99.32,0.586345
C++,cyclesort,50000,12.416138,5.215637,0.031372,99.364,0.624783
C++,heapsort,50000,12.292542,5.152588,0.029785,98.22,0.62018
C++,insertionsort,50000,12.063232,5.072266,0.017273,97.852,0.607172
C++,mergesort,50000,13.190186,5.543579,0.027100,100.572,0.663713
C++,oddevensort,50000,12.060730,5.081787,0.020081,99.212,0.605012
C++,quicksort,50000,12.028442,5.088074,0.016052,97.648,0.605685
C++,selectionsort,50000,12.366272,5.181335,0.030457,98.908,0.621188
C#,bubblesort,50000,12.780029,5.402771,0.012451,69.728,0.644134
C#,cyclesort,50000,13.375610,5.676025,0.010315,63.312,0.671557
C#,heapsort,50000,13.447266,5.664551,0.025574,69.608,0.677521
C#,insertionsort,50000,12.807739,5.393616,0.015015,69.864,0.645618
C#,mergesort,50000,13.312134,5.614563,0.010864,67.52,0.671855
C#,oddevensort,50000,13.359985,5.653625,0.024658,67.816,0.671686
C#,quicksort,50000,12.900085,5.437256,0.014282,67.74,0.651469
C#,selectionsort,50000,13.199402,5.597046,0.010376,65.736,0.664021
Go,bubblesort,50000,3.749939,1.451111,0.013794,55.448,0.196886
Go,cyclesort,50000,3.295776,1.243652,0.010254,56.18,0.175175
Go,heapsort,50000,3.164612,1.237366,0.008911,55.336,0.165946
Go,insertionsort,50000,3.583313,1.476257,0.008545,55.24,0.180528
Go,mergesort,50000,3.738159,1.348328,0.009460,54.736,0.206163
Go,oddevensort,50000,3.420288,1.190491,0.012146,56.992,0.192398
Go,quicksort,50000,3.131531,1.217712,0.008423,57.36,0.165441
Go,selectionsort,50000,3.645752,1.487366,0.009705,56.72,0.186061
Haskell,bubblesort,50000,559.317566,231.616577,0.227417,1061.148,28.1166
Haskell,cyclesort,50000,1102.846130,456.670227,0.432861,1120.064,55.4381
Haskell,heapsort,50000,573.857483,237.948792,0.238342,1005.616,28.8395
Haskell,insertionsort,50000,566.854675,234.669983,0.236145,1138.788,28.4937
Haskell,mergesort,50000,575.906006,238.756653,0.232788,1057.932,28.9318
Haskell,oddevensort,50000,532.495300,220.545715,0.227600,1073.5,26.7586
Haskell,quicksort,50000,561.807251,232.637390,0.244629,1072.248,28.2488
Haskell,selectionsort,50000,600.845215,248.821838,0.256165,1021.556,30.2029
Rust,bubblesort,50000,446.396606,187.139160,0.195435,2168.88,22.4321
Rust,cyclesort,50000,442.961243,185.813416,0.190796,2177.332,22.252
Rust,heapsort,50000,439.962585,184.655640,0.193665,2165.7,22.1036
Rust,insertionsort,50000,440.981262,184.971741,0.197693,2181.808,22.1591
Rust,mergesort,50000,448.929810,188.464355,0.189453,2206.272,22.5484
Rust,oddevensort,50000,466.133179,195.619812,0.204895,2174.064,23.4193
Rust,quicksort,50000,426.290100,178.867310,0.184204,2191.68,21.4133
Rust,selectionsort,50000,441.578796,185.210022,0.182556,2178.9,22.1813
Swift,bubblesort,50000,1137.778015,483.469971,0.386414,236.884,57.1809
Swift,cyclesort,50000,1173.236572,498.875183,0.398193,236.452,58.962
Swift,heapsort,50000,1234.755798,525.166199,0.394470,239.884,62.0524
Swift,insertionsort,50000,1147.829834,487.845093,0.412537,237.004,57.659
Swift,mergesort,50000,1171.729370,498.380432,0.423157,237.928,58.8588
Swift,oddevensort,50000,5.883423,2.385376,0.011536,98.596,0.30387
Swift,quicksort,50000,1226.351379,521.329407,0.437195,237.796,61.6185
Swift,selectionsort,50000,1136.985229,483.231812,0.375549,236.988,57.1114
C,bubblesort,50000,2.738098,1.112122,0.018921,42.88,0.140006
C,bubblesort,100000,4.596008,1.937378,0.020813,51.836,0.23037
C,cyclesort,50000,3.696289,1.554504,0.015808,43.504,0.184934
C,cyclesort,100000,4.962341,2.079102,0.018005,52.304,0.250365
C,heapsort,50000,3.517883,1.443970,0.011475,42.628,0.17992
C,heapsort,100000,4.868713,2.040161,0.017944,51.944,0.245123
C,insertionsort,50000,2.716370,1.127136,0.015808,42.112,0.136982
C,insertionsort,100000,4.536682,1.916260,0.017761,51.3,0.226885
C,mergesort,50000,3.788025,1.589111,0.018188,44.264,0.189872
C,mergesort,100000,5.427612,2.271606,0.019897,53.2,0.273192
C,oddevensort,50000,3.525085,1.377075,0.011719,43.524,0.185597
C,oddevensort,100000,4.937134,2.055176,0.015320,52.552,0.249669
C,quicksort,50000,3.509277,1.401978,0.017944,43.268,0.181836
C,quicksort,100000,5.365479,2.220093,0.017883,52.192,0.271643
C,selectionsort,50000,2.835876,1.166504,0.015869,42.748,0.143736
C,selectionsort,100000,5.074768,1.964539,0.014282,51.78,0.269249
C++,bubblesort,50000,11.658081,4.909912,0.016602,99.32,0.586345
C++,bubblesort,100000,14.655640,6.131226,0.028381,113.192,0.740128
C++,cyclesort,50000,12.416138,5.215637,0.031372,99.364,0.624783
C++,cyclesort,100000,14.884766,6.261047,0.024170,113.452,0.750061
C++,heapsort,50000,12.292542,5.152588,0.029785,98.22,0.62018
C++,heapsort,100000,14.866211,6.248413,0.031555,113.096,0.748286
C++,insertionsort,50000,12.063232,5.072266,0.017273,97.852,0.607172
C++,insertionsort,100000,14.508179,6.045349,0.023254,113.66,0.734009
C++,mergesort,50000,13.190186,5.543579,0.027100,100.572,0.663713
C++,mergesort,100000,15.908203,6.645325,0.018311,118.06,0.805684
C++,oddevensort,50000,12.060730,5.081787,0.020081,99.212,0.605012
C++,oddevensort,100000,14.798157,6.236755,0.026733,116.38,0.744045
C++,quicksort,50000,12.028442,5.088074,0.016052,97.648,0.605685
C++,quicksort,100000,14.787964,6.215149,0.027283,116.052,0.743407
C++,selectionsort,50000,12.366272,5.181335,0.030457,98.908,0.621188
C++,selectionsort,100000,14.698730,6.171631,0.017273,115.052,0.741459
C#,bubblesort,50000,12.780029,5.402771,0.012451,69.728,0.644134
C#,bubblesort,100000,14.460205,6.099182,0.014954,67.504,0.727222
C#,cyclesort,50000,13.375610,5.676025,0.010315,63.312,0.671557
C#,cyclesort,100000,14.617737,6.183167,0.021851,71.532,0.735379
C#,heapsort,50000,13.447266,5.664551,0.025574,69.608,0.677521
C#,heapsort,100000,14.558899,6.161438,0.020874,73.328,0.730754
C#,insertionsort,50000,12.807739,5.393616,0.015015,69.864,0.645618
C#,insertionsort,100000,14.284851,6.009277,0.017334,73.5,0.721734
C#,mergesort,50000,13.312134,5.614563,0.010864,67.52,0.671855
C#,mergesort,100000,14.348022,6.033325,0.011902,75.676,0.72438
C#,oddevensort,50000,13.359985,5.653625,0.024658,67.816,0.671686
C#,oddevensort,100000,14.579956,6.176758,0.012329,73.66,0.732458
C#,quicksort,50000,12.900085,5.437256,0.014282,67.74,0.651469
C#,quicksort,100000,14.537109,6.131775,0.023132,73.5,0.729253
C#,selectionsort,50000,13.199402,5.597046,0.010376,65.736,0.664021
C#,selectionsort,100000,14.355835,6.075073,0.014771,73.196,0.722151
Go,bubblesort,50000,3.749939,1.451111,0.013794,55.448,0.196886
Go,bubblesort,100000,4.618896,1.397766,0.009277,56.648,0.27902
Go,cyclesort,50000,3.295776,1.243652,0.010254,56.18,0.175175
Go,cyclesort,100000,3.938049,1.426575,0.008118,56.504,0.215984
Go,heapsort,50000,3.164612,1.237366,0.008911,55.336,0.165946
Go,heapsort,100000,3.769104,1.480042,0.009216,58.012,0.196901
Go,insertionsort,50000,3.583313,1.476257,0.008545,55.24,0.180528
Go,insertionsort,100000,4.105408,1.454163,0.013733,56.844,0.228054
Go,mergesort,50000,3.738159,1.348328,0.009460,54.736,0.206163
Go,mergesort,100000,3.848755,1.471497,0.010986,57.56,0.203299
Go,oddevensort,50000,3.420288,1.190491,0.012146,56.992,0.192398
Go,oddevensort,100000,3.152100,1.153320,0.008545,57.856,0.171819
Go,quicksort,50000,3.131531,1.217712,0.008423,57.36,0.165441
Go,quicksort,100000,4.244751,1.429810,0.011292,55.988,0.241284
Go,selectionsort,50000,3.645752,1.487366,0.009705,56.72,0.186061
Go,selectionsort,100000,4.444458,1.786011,0.007507,55.824,0.230042
Haskell,bubblesort,50000,559.317566,231.616577,0.227417,1061.148,28.1166
Haskell,bubblesort,100000,1124.460876,465.320618,0.457825,1683.66,56.5177
Haskell,cyclesort,50000,1102.846130,456.670227,0.432861,1120.064,55.4381
Haskell,cyclesort,100000,2261.337341,936.593323,0.823364,1909.904,113.643
Haskell,heapsort,50000,573.857483,237.948792,0.238342,1005.616,28.8395
Haskell,heapsort,100000,1135.453003,470.404114,0.415100,1693.64,57.0645
Haskell,insertionsort,50000,566.854675,234.669983,0.236145,1138.788,28.4937
Haskell,insertionsort,100000,1114.236511,461.022034,0.440918,1882.164,56.0009
Haskell,mergesort,50000,575.906006,238.756653,0.232788,1057.932,28.9318
Haskell,mergesort,100000,1163.185913,481.845459,0.437073,2181.088,58.4529
Haskell,oddevensort,50000,532.495300,220.545715,0.227600,1073.5,26.7586
Haskell,oddevensort,100000,1068.408264,442.358398,0.431458,1907.312,53.6893
Haskell,quicksort,50000,561.807251,232.637390,0.244629,1072.248,28.2488
Haskell,quicksort,100000,1121.129639,464.344177,0.371887,1714.292,56.3712
Haskell,selectionsort,50000,600.845215,248.821838,0.256165,1021.556,30.2029
Haskell,selectionsort,100000,1228.587646,509.070190,0.463135,2193.52,61.7335
Rust,bubblesort,50000,446.396606,187.139160,0.195435,2168.88,22.4321
Rust,bubblesort,100000,918.328369,385.159424,0.355713,4327.596,46.1484
Rust,cyclesort,50000,442.961243,185.813416,0.190796,2177.332,22.252
Rust,cyclesort,100000,888.304382,372.378906,0.375671,4322.2,44.6214
Rust,heapsort,50000,439.962585,184.655640,0.193665,2165.7,22.1036
Rust,heapsort,100000,857.931030,359.576721,0.359863,4315.324,43.0977
Rust,insertionsort,50000,440.981262,184.971741,0.197693,2181.808,22.1591
Rust,insertionsort,100000,875.106323,366.798706,0.350586,4323.808,43.9599
Rust,mergesort,50000,448.929810,188.464355,0.189453,2206.272,22.5484
Rust,mergesort,100000,850.365234,356.326843,0.359314,4355.696,42.7159
Rust,oddevensort,50000,466.133179,195.619812,0.204895,2174.064,23.4193
Rust,oddevensort,100000,895.689575,375.372986,0.366211,4317.168,44.9914
Rust,quicksort,50000,426.290100,178.867310,0.184204,2191.68,21.4133
Rust,quicksort,100000,884.180298,371.023499,0.358093,4332.048,44.4293
Rust,selectionsort,50000,441.578796,185.210022,0.182556,2178.9,22.1813
Rust,selectionsort,100000,891.675049,373.568359,0.379822,4316.816,44.8078
Swift,bubblesort,50000,1137.778015,483.469971,0.386414,236.884,57.1809
Swift,bubblesort,100000,290.311157,120.141357,0.137207,377.936,14.6485
Swift,cyclesort,50000,1173.236572,498.875183,0.398193,236.452,58.962
Swift,cyclesort,100000,295.471191,122.630493,0.124756,377.98,14.8905
Swift,heapsort,50000,1234.755798,525.166199,0.394470,239.884,62.0524
Swift,heapsort,100000,321.889771,133.457764,0.147583,381.584,16.2218
Swift,insertionsort,50000,1147.829834,487.845093,0.412537,237.004,57.659
Swift,insertionsort,100000,294.280884,122.120483,0.139160,378.336,14.8201
Swift,mergesort,50000,1171.729370,498.380432,0.423157,237.928,58.8588
Swift,mergesort,100000,319.237732,132.346680,0.145203,380.012,16.0841
Swift,oddevensort,50000,5.883423,2.385376,0.011536,98.596,0.30387
Swift,oddevensort,100000,288.486206,119.540527,0.122375,377.856,14.5411
Swift,quicksort,50000,1226.351379,521.329407,0.437195,237.796,61.6185
Swift,quicksort,100000,319.995850,132.598389,0.144226,379.78,16.1353
Swift,selectionsort,50000,1136.985229,483.231812,0.375549,236.988,57.1114
Swift,selectionsort,100000,293.176514,121.474426,0.129578,378.46,14.7871
C,bubblesort,100000,4.990784,2.014282,0.015381,52.036,0.259465
C,cyclesort,100000,5.259583,2.140808,0.019104,52.592,0.270071
C,heapsort,100000,5.120422,2.156067,0.016235,51.916,0.258787
C,insertionsort,100000,4.855347,2.040588,0.015259,51.3,0.245359
C,mergesort,100000,5.338867,2.247864,0.014526,53.484,0.267928
C,oddevensort,100000,4.832703,2.030151,0.019714,52.504,0.243518
C,quicksort,100000,5.302917,2.213440,0.020569,52.172,0.267077
C,selectionsort,100000,4.665039,1.973572,0.017883,51.752,0.232679
C++,bubblesort,100000,14.414978,6.084290,0.026978,116.548,0.723897
C++,cyclesort,100000,14.859192,6.287537,0.018250,116.372,0.747625
C++,heapsort,100000,14.987122,6.264526,0.025635,116.012,0.758321
C++,insertionsort,100000,14.541504,6.094666,0.019531,115.972,0.736231
C++,mergesort,100000,15.711853,6.613037,0.030457,117.664,0.791041
C++,oddevensort,100000,14.888977,6.264282,0.017273,116.604,0.750544
C++,quicksort,100000,14.706360,6.188477,0.019104,114.552,0.740023
C++,selectionsort,100000,14.814087,6.245667,0.020264,115.492,0.746415
C#,bubblesort,100000,14.710144,6.187561,0.022827,73.56,0.741822
C#,cyclesort,100000,14.801208,6.228943,0.023743,71.3,0.745996
C#,heapsort,100000,14.704651,6.204590,0.016846,71.464,0.741556
C#,insertionsort,100000,14.737549,6.219727,0.013855,71.416,0.741514
C#,mergesort,100000,14.765625,6.198975,0.021606,73.588,0.745712
C#,oddevensort,100000,14.771118,6.221924,0.023132,71.4,0.743682
C#,quicksort,100000,14.676758,6.158447,0.013550,73.452,0.741182
C#,selectionsort,100000,14.489563,6.116455,0.010681,73.544,0.73071
Go,bubblesort,100000,3.756653,1.437866,0.011475,57.396,0.199111
Go,cyclesort,100000,3.512512,1.311829,0.008423,57.948,0.190164
Go,heapsort,100000,3.190369,1.240601,0.010376,57.736,0.168396
Go,insertionsort,100000,3.678833,1.445007,0.008301,56.94,0.191085
Go,mergesort,100000,3.706482,1.450012,0.010681,57.452,0.193949
Go,oddevensort,100000,3.460815,1.258911,0.012634,57.744,0.188778
Go,quicksort,100000,3.213196,1.292114,0.008545,55.752,0.164298
Go,selectionsort,100000,3.642090,1.484741,0.011597,55.132,0.184867
Haskell,bubblesort,100000,1129.486572,467.843445,0.435608,1687.3,56.7714
