Algorithm,Language,Size,Package,Core(s),GPU,Memory(MB),Time(sec)
oddevensort,Swift,100000,316.17012500000004,161.98791500000002,0.13073733333333334,366.5133333333333,13.254900000000001
quicksort,C,25000,2.7074688333333334,1.374237,0.025431333333333334,38.238,0.11289666666666666
quicksort,C,50000,3.5165813333333333,1.8130998333333335,0.015564166666666665,43.193999999999996,0.14678
quicksort,C,100000,5.52688575,2.85253925,0.01785275,52.059,0.231853
quicksort,C#,25000,12.944040666666666,6.9136965,0.02459716666666667,67.084,0.5220691666666667
quicksort,C#,50000,13.761311833333332,7.368499666666668,0.012054333333333334,68.70066666666666,0.5568743333333334
quicksort,C#,100000,14.880412,7.940206000000001,0.020182333333333333,69.45466666666667,0.6041453333333333
quicksort,C++,25000,11.412780666666668,6.001790166666667,0.040232333333333335,85.278,0.4658151666666666
quicksort,C++,50000,12.584065833333334,6.698791333333333,0.0214945,98.548,0.5105325
quicksort,C++,100000,15.197428333333333,8.061747333333333,0.023132,114.51066666666668,0.61906
quicksort,Go,25000,3.4063415,1.6618753333333334,0.015096166666666666,55.71266666666667,0.14783349999999998
quicksort,Go,50000,3.299113,1.5338033333333332,0.010386000000000001,55.59733333333333,0.1519225
quicksort,Go,100000,3.447347,1.6271566666666668,0.013264999999999999,56.15200000000001,0.15581633333333333
quicksort,Haskell,25000,303.9888715,159.79765833333332,0.13572166666666666,602.3293333333334,12.295933333333332
quicksort,Haskell,50000,606.8971861666668,319.9898581666667,0.24187216666666667,1042.0446666666667,24.544916666666666
quicksort,Haskell,100000,1202.3351030000001,633.4242146666667,0.4198406666666667,1788.856,48.642599999999995
quicksort,Rust,25000,228.5931295,121.59299700000001,0.09521466666666667,1092.8046666666667,9.226655
quicksort,Rust,50000,460.49139399999996,244.9882305,0.18073533333333333,2186.6246666666666,18.621983333333333
quicksort,Rust,100000,929.6609293333335,494.81768766666664,0.34558099999999997,4344.817333333333,37.585699999999996
quicksort,Swift,25000,360.50885,191.997518,0.1321715,145.252,14.674266666666668
quicksort,Swift,50000,1265.0014445,677.6659953333333,0.409963,221.36533333333333,51.30455
quicksort,Swift,100000,353.4108683333334,180.86783833333334,0.150757,368.1746666666666,14.834333333333333
selectionsort,C,25000,2.46108,1.2473855,0.023732166666666665,38.10466666666667,0.10221033333333333
selectionsort,C,50000,3.287485833333333,1.6995238333333333,0.016133666666666668,42.699999999999996,0.13759633333333332
selectionsort,C,100000,5.1155855,2.6207735,0.015503,51.827,0.2149415
selectionsort,C#,25000,12.815511,6.860951833333334,0.013387000000000001,65.39133333333334,0.5169033333333334
selectionsort,C#,50000,13.549753833333334,7.2072245,0.014658666666666667,68.05066666666666,0.5528705
selectionsort,C#,100000,15.002909333333333,8.031311,0.012776666666666667,76.2,0.607968
selectionsort,C++,25000,11.365997166666666,6.0059715,0.023651333333333333,85.47533333333332,0.46351800000000004
selectionsort,C++,50000,12.520395833333334,6.641316499999999,0.0238645,98.45066666666668,0.5095851666666666
selectionsort,C++,100000,15.010396333333333,7.956441333333333,0.024251333333333333,115.62400000000001,0.6123249999999999
selectionsort,Go,25000,3.497223,1.6419371666666667,0.015940333333333334,56.678666666666665,0.1577125
selectionsort,Go,50000,3.492198,1.682658,0.012644500000000001,55.69866666666667,0.154905
